Customer ID,Recency,Frequency,Monetary,DistinctItems,Returns,ProductLines,score_recency,score_frequency,score_monetary,score_breadth,score_returns,score_distinct,pc1,pc2,cluster,segment
12346,325,12,77556.46,27,0,34,0.8760993751718603,0.3534493646058815,0.8307630862527338,0.3276627557946527,0.0,0.36904248500539866,-0.008363044495099947,0.22340240974423442,0,High-Spend Seasonals
12347,1,8,4921.53,126,0,222,0.1049380646952625,0.28401249168789267,0.599041951648452,0.5396582394442265,0.0,0.5804762424212837,-0.5765541104963443,-0.25269806681077867,1,Steady Essentials
12348,74,5,2019.3999999999999,25,0,51,0.6536401787183169,0.20744917394033538,0.5242000037848192,0.37298461383551074,0.0,0.3586793186219281,-0.014362734371122704,-0.021273593924882594,2,Bargain Browsers
12349,18,4,4428.69,138,0,175,0.4457692922265285,0.1730216905246206,0.590176075349132,0.5125623882752668,0.0,0.5931018424358279,-0.31078906308135484,-0.017509440529707154,1,Steady Essentials
12350,309,1,334.4,17,0,17,0.8684804782667088,0.0,0.3732829795381168,0.2515367334650289,0.0,0.3072571440701933,0.3198689584968902,0.007806314008615645,3,One-Off Gifters
12351,374,1,300.93,21,0,21,0.8972988193573546,0.0,0.3644477261383159,0.27450937438637674,0.0,0.3353186838063954,0.31865761104644674,0.049324810856183454,3,One-Off Gifters
12352,35,10,2849.84,70,0,103,0.5425219242710084,0.32190481315293307,0.5531372956059614,0.45233561846514075,0.0,0.49915899963020255,-0.2321004329089949,0.01201935070026261,1,Steady Essentials
12353,203,2,406.76,23,0,24,0.8051294669053762,0.0765633177475572,0.38970105625967844,0.28914364938452025,0.0,0.34748624622637353,0.21181882441756783,0.008282050956106901,3,One-Off Gifters
12354,231,1,1079.4,58,0,58,0.8246013180408404,0.0,0.4715925346569255,0.38744263121474243,0.0,0.47326891272774524,0.1342791063097305,0.1183657004407832,0,High-Spend Seasonals
12355,213,2,947.61,35,0,35,0.8123745634552023,0.0765633177475572,0.4606595669565532,0.330887738094659,0.0,0.40418598116583176,0.15333343078929473,0.06866652918375071,0,High-Spend Seasonals
12356,22,6,6371.73,104,0,142,0.474693837197739,0.23655719641774145,0.6207421211629144,0.4887919789626273,0.0,0.5538751729063416,-0.2997545876845369,-0.004197431412018338,1,Steady Essentials
12357,32,3,18287.66,261,0,296,0.5293489564456391,0.13088585619277823,0.7093439899125674,0.5724634699542901,0.0,0.6817415123407398,-0.34048943492986905,0.12433036935265163,1,Steady Essentials
12358,1,5,3887.07,56,0,77,0.1049380646952625,0.20744917394033538,0.5792155546365853,0.4194019759383952,0.0,0.468446408884112,-0.4412401357264759,-0.36557854154777814,1,Steady Essentials
12359,57,10,8873.39,305,0,362,0.6147251886503153,0.32190481315293307,0.6485720275295915,0.5954361108756377,0.0,0.7034501639442228,-0.3638408078275651,0.23080343495167166,1,Steady Essentials
12360,51,8,4252.89,160,0,217,0.5981931119337339,0.28401249168789267,0.5867727196920827,0.5370622256895633,0.0,0.6136484107447995,-0.27749425443504633,0.13728352348505202,1,Steady Essentials
12361,286,4,511.25,18,0,29,0.8568095313022903,0.1730216905246206,0.4088739643460375,0.31001569373958965,0.0,0.31481783684901526,0.2058258225872585,0.06260343007878855,3,One-Off Gifters
12362,2,11,5356.2300000000005,201,0,267,0.16632289744024173,0.3383350301331136,0.6061539830090437,0.5607012760653934,0.0,0.645372696159958,-0.5987565971027081,-0.15766294646028844,1,Steady Essentials
12363,109,2,552.0,23,0,23,0.7116227643396975,0.0765633177475572,0.41530700030100587,0.28447037599177455,0.0,0.34748624622637353,0.14772314880664295,-0.06025864329500219,3,One-Off Gifters
12364,7,4,1313.1,70,0,85,0.3148141940857875,0.1730216905246206,0.48804975501211356,0.43057955967196443,0.0,0.49915899963020255,-0.28750664635991957,-0.21071229124062574,2,Bargain Browsers
12365,290,2,641.38,22,0,22,0.8589049782567684,0.0765633177475572,0.42789838823380133,0.2795981810878683,0.0,0.3415347628350393,0.2408611736301178,0.05080285935376838,3,One-Off Gifters
12366,633,1,500.24,3,0,3,0.976799083350206,0.0,0.407047913497374,0.07935100462963003,0.0,0.09692883709563843,0.541513075589374,-0.06075546650763586,3,One-Off Gifters
12367,3,1,168.9,11,0,11,0.209876129390525,0.0,0.31612464905055987,0.20511937136214453,0.0,0.2505574091307351,-0.03150425422665168,-0.5517165588140369,2,Bargain Browsers
12368,627,1,917.7,18,0,18,0.9753595134651187,0.0,0.4579670089604235,0.2577263111559647,0.0,0.31481783684901526,0.3560207990685487,0.1121518353883697,3,One-Off Gifters
12369,412,3,1791.15,90,0,93,0.9119115693265137,0.13088585619277823,0.5141250551557176,0.4407622056851636,0.0,0.5338641294360498,0.07593577765022311,0.26441459918085486,0,High-Spend Seasonals
12370,50,7,4316.56,168,0,201,0.5952533375148513,0.2617717123855564,0.5880212999744078,0.5283357701928936,0.0,0.6204298001482178,-0.2701881479032183,0.13094533398031505,1,Steady Essentials
12371,44,5,4067.38,134,0,167,0.576304435519521,0.20744917394033538,0.5830253598314014,0.5072368094089821,0.0,0.5890186690667747,-0.2365777609528446,0.08370249847019862,1,Steady Essentials
12372,71,3,1298.04,34,0,52,0.647459988966271,0.13088585619277823,0.4870810422241594,0.375165237878567,0.0,0.40024660087124503,0.003966466737673646,-0.02790964488200276,2,Bargain Browsers
12373,310,3,1127.65,36,0,51,0.8689680588026039,0.13088585619277823,0.4752644171946099,0.37298461383551074,0.0,0.4080174195387353,0.1436433540677749,0.14244656179794069,0,High-Spend Seasonals
12374,24,4,2989.2200000000003,79,0,83,0.4873172812780752,0.1730216905246206,0.557148909924945,0.42788580477935206,0.0,0.5158483013440385,-0.2059348021421235,-0.058366418590779956,2,Bargain Browsers
12375,10,2,457.5,14,0,17,0.36302605900539736,0.0765633177475572,0.3995576655504872,0.2515367334650289,0.0,0.28176152499658147,-0.023475783020634577,-0.37254463098527046,2,Bargain Browsers
12376,389,2,503.15,11,0,13,0.9032365853177508,0.0765633177475572,0.40753441879200947,0.2227664334172076,0.0,0.2505574091307351,0.3380152357643761,0.019044672327063195,3,One-Off Gifters
12377,314,4,3426.32,129,0,152,0.8709028279529656,0.1730216905246206,0.5686149398461918,0.49653001167489536,0.0,0.5837411086790514,-0.027510432310254157,0.29443597900617857,0,High-Spend Seasonals
12378,129,2,5416.32,281,0,301,0.736913687877509,0.0765633177475572,0.607091405774912,0.5743746879813203,0.0,0.6920284099726077,-0.16430471207132719,0.2591017317492881,0,High-Spend Seasonals
12379,81,4,1620.22,58,0,81,0.6671492035641083,0.1730216905246206,0.50570090162956,0.4251271339219333,0.0,0.47326891272774524,-0.05857292317799706,0.04972360847238022,0,High-Spend Seasonals
12380,21,11,9676.3,156,0,277,0.46796412370065993,0.3383350301331136,0.65585121160425,0.5648951260197465,0.0,0.6101302691481421,-0.4109536879398935,0.06965177902356734,1,Steady Essentials
12381,4,5,1845.31,70,0,87,0.2436586406390376,0.20744917394033538,0.5166272496310704,0.4332113836456369,0.0,0.49915899963020255,-0.3551684781926462,-0.2525197440674246,1,Steady Essentials
12383,184,5,1850.56,84,0,99,0.7903285949483613,0.20744917394033538,0.5168658855902091,0.4478456586437804,0.0,0.5243259728355143,-0.030096565587843127,0.18390957365324034,0,High-Spend Seasonals
12384,28,2,585.27,26,0,27,0.5097871239550529,0.0765633177475572,0.42021695598766196,0.30211743804683766,0.0,0.3639568790096515,0.005355595939463095,-0.20027542760735595,2,Bargain Browsers
12385,378,1,1938.4,65,0,65,0.8989051328407126,0.0,0.5207612563205609,0.40027774111889114,0.0,0.48894725584149196,0.1541485425404563,0.19685192063577306,0,High-Spend Seasonals
12386,337,2,401.9,10,0,10,0.8815720297816803,0.0765633177475572,0.3886933576518423,0.19515836975674672,0.0,0.23838984671075691,0.34686853868547357,-0.01712923656268117,3,One-Off Gifters
12387,414,1,143.94,9,0,9,0.9126429409205706,0.0,0.3027711539655616,0.1842473270070752,0.0,0.22506179005712323,0.43221730353345955,-0.033988027163446954,3,One-Off Gifters
12388,15,8,3901.11,83,0,146,0.41975225878105,0.28401249168789267,0.579518488634183,0.4919502289372996,0.0,0.5226710570404953,-0.3285724786584096,-0.05849379263998422,1,Steady Essentials
12389,402,3,1433.33,41,0,49,0.9082007554756175,0.13088585619277823,0.4954073072215883,0.36849465401415027,0.0,0.4257422199448569,0.15646635943453194,0.18265760541621678,0,High-Spend Seasonals
12390,79,1,549.84,32,0,32,0.6634108994200876,0.0,0.41497809103511785,0.3209267364892612,0.0,0.3920184187458536,0.11325408053021228,-0.07765020266870382,2,Bargain Browsers
12391,21,6,2724.84,241,0,267,0.46796412370065993,0.23655719641774145,0.5493690867334546,0.5607012760653934,0.0,0.6706373676127908,-0.3639689928544607,0.05557351507136121,1,Steady Essentials
12392,590,1,234.75000000000003,7,0,7,0.9661662643809983,0.0,0.3436537042699528,0.15870200925926004,0.0,0.1938576741912768,0.4780113359716001,-0.008374119156317916,3,One-Off Gifters
12393,71,6,2399.45,63,0,107,0.647459988966271,0.23655719641774145,0.5386855943145502,0.4566561048271735,0.0,0.48464418547819205,-0.12390344375738704,0.06953970313042901,0,High-Spend Seasonals
12394,63,2,1272.48,26,0,27,0.629628388171575,0.0765633177475572,0.4854109351640833,0.30211743804683766,0.0,0.3639568790096515,0.061232510643171936,-0.09549040215062443,2,Bargain Browsers
12395,18,15,4721.17,145,0,242,0.4457692922265285,0.39265756857833467,0.5955496422151226,0.5494908290329422,0.0,0.5999724963182631,-0.41774233684511775,0.040277018721152524,1,Steady Essentials
