Customer ID,Recency,Frequency,Monetary,ProductVariety,Top300Hits,Returns
12346,0.8760993751718603,0.3534493646058815,0.8307630862527338,0.36904248500539866,0.21990533726889328,0.0
12347,0.1049380646952625,0.28401249168789267,0.599041951648452,0.5804762424212837,0.504533738538233,0.0
12348,0.6536401787183169,0.20744917394033538,0.5242000037848192,0.3586793186219281,0.42145841969776937,0.0
12349,0.4457692922265285,0.1730216905246206,0.590176075349132,0.5931018424358279,0.4776489645759544,0.0
12350,0.8684804782667088,0.0,0.3732829795381168,0.3072571440701933,0.21990533726889328,0.0
12351,0.8972988193573546,0.0,0.3644477261383159,0.3353186838063954,0.19752873810659735,0.0
12352,0.5425219242710084,0.32190481315293307,0.5531372956059614,0.49915899963020255,0.42913163723855635,0.0
12353,0.8051294669053762,0.0765633177475572,0.38970105625967844,0.34748624622637353,0.19752873810659735,0.0
12354,0.8246013180408404,0.0,0.4715925346569255,0.47326891272774524,0.34772453930316627,0.0
12355,0.8123745634552023,0.0765633177475572,0.4606595669565532,0.40418598116583176,0.2388244822879772,0.0
12356,0.474693837197739,0.23655719641774145,0.6207421211629144,0.5538751729063416,0.4849420904361641,0.0
12357,0.5293489564456391,0.13088585619277823,0.7093439899125674,0.6817415123407398,0.49182603512459044,0.0
12358,0.1049380646952625,0.20744917394033538,0.5792155546365853,0.468446408884112,0.34772453930316627,0.0
12359,0.6147251886503153,0.32190481315293307,0.6485720275295915,0.7034501639442228,0.5123288344461013,0.0
12360,0.5981931119337339,0.28401249168789267,0.5867727196920827,0.6136484107447995,0.5214242174429047,0.0
12361,0.8568095313022903,0.1730216905246206,0.4088739643460375,0.31481783684901526,0.3676707322032574,0.0
12362,0.16632289744024173,0.3383350301331136,0.6061539830090437,0.645372696159958,0.539337360882253,0.0
12363,0.7116227643396975,0.0765633177475572,0.41530700030100587,0.34748624622637353,0.3238954793363072,0.0
12364,0.3148141940857875,0.1730216905246206,0.48804975501211356,0.49915899963020255,0.4327955363514963,0.0
12365,0.8589049782567684,0.0765633177475572,0.42789838823380133,0.3415347628350393,0.2388244822879772,0.0
12366,0.976799083350206,0.0,0.407047913497374,0.09692883709563843,0.13483434022056326,0.0
12367,0.209876129390525,0.0,0.31612464905055987,0.2505574091307351,0.19752873810659735,0.0
12368,0.9753595134651187,0.0,0.4579670089604235,0.31481783684901526,0.13483434022056326,0.0
12369,0.9119115693265137,0.13088585619277823,0.5141250551557176,0.5338641294360498,0.43981067453778655,0.0
12370,0.5952533375148513,0.2617717123855564,0.5880212999744078,0.6204298001482178,0.41743407537549065,0.0
12371,0.576304435519521,0.20744917394033538,0.5830253598314014,0.5890186690667747,0.41327328689734105,0.0
12372,0.647459988966271,0.13088585619277823,0.4870810422241594,0.40024660087124503,0.41327328689734105,0.0
12373,0.8689680588026039,0.13088585619277823,0.4752644171946099,0.4080174195387353,0.41327328689734105,0.0
12374,0.4873172812780752,0.1730216905246206,0.557148909924945,0.5158483013440385,0.4253549852416501,0.0
12375,0.36302605900539736,0.0765633177475572,0.3995576655504872,0.28176152499658147,0.31480009633950407,0.0
12376,0.9032365853177508,0.0765633177475572,0.40753441879200947,0.2505574091307351,0.2552129911449901,0.0
12377,0.8709028279529656,0.1730216905246206,0.5686149398461918,0.5837411086790514,0.4849420904361641,0.0
12378,0.736913687877509,0.0765633177475572,0.607091405774912,0.6920284099726077,0.5004423094886403,0.0
12379,0.6671492035641083,0.1730216905246206,0.50570090162956,0.47326891272774524,0.4725344118057551,0.0
